HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,P1,P2,HM,AM,THG,THGA,TAG,TAGA,TG1,TGA1,TG2,TGA2,THS,THSA,TAS,TASA,TS1,TSA1,TS2,TSA2,THST,THSTA,TAST,TASTA,TST1,TSTA1,TST2,TSTA2,THC,THCA,TAC,TACA,TC1,TCA1,TC2,TCA2,THF,THFA,TAF,TAFA,TF1,TFA1,TF2,TFA2,THY,THYA,TAY,TAYA,TY1,TYA1,TY2,TYA2,THR,THRA,TAR,TARA,TR1,TRA1,TR2,TRA2,LG1,LG2
Rennes,Lorient,1,1,D,1,0,H,10,12,6,3,17,6,5,3,2,1,0,0,21,21,11,10,14,14,9,21,30,23,26,42,158,104,111,144,289,202,235,287,47,37,32,57,89,75,75,100,68,37,58,47,111,75,106,96,147,159,128,139,268,308,298,258,19,24,13,23,35,40,40,43,1,2,1,3,2,4,2,4,3.6116982407024985,-0.44443224087626687
Strasbourg,Brest,2,2,D,1,0,H,9,3,4,2,12,14,3,3,2,0,0,0,22,22,11,11,12,15,11,21,30,34,33,41,148,98,131,176,258,231,268,313,47,45,37,69,93,95,97,116,61,33,43,67,93,104,100,120,150,125,144,134,283,262,284,269,15,26,17,20,32,42,37,45,1,0,2,1,1,2,2,1,1.21643258376539,-7.602251255292944
Dijon,Lyon,0,1,A,0,1,A,14,16,2,8,15,12,1,6,2,0,0,0,22,22,11,11,4,11,22,10,15,31,46,20,97,128,156,118,206,309,364,247,24,39,62,41,55,101,133,71,51,71,56,51,96,149,150,104,176,124,134,150,322,255,290,269,20,8,19,24,45,29,43,48,1,0,4,2,1,1,5,5,-4.099045175755805,9.249050641207695
Lens,Marseille,2,2,D,0,2,A,21,11,3,4,18,14,8,4,4,2,0,0,22,20,10,10,15,15,12,10,32,31,27,22,122,91,82,123,252,212,197,222,37,37,24,29,77,79,67,69,58,28,42,58,112,96,91,109,149,129,152,146,319,295,284,257,21,18,39,24,53,43,62,44,0,3,5,4,3,4,5,4,1.525763547315837,-4.935330084254017
Monaco,Nice,2,1,H,1,0,H,15,5,6,2,16,19,6,2,0,4,0,0,22,21,11,10,26,14,13,7,44,31,23,29,153,87,104,131,300,200,219,289,52,31,37,47,103,72,75,105,66,36,46,61,135,75,95,123,131,151,117,133,280,290,247,273,24,23,26,18,53,47,45,44,4,3,1,0,5,6,2,1,10.534059351556843,-3.5323247044705597
Paris SG,Nimes,3,0,H,2,0,H,14,19,6,6,13,11,4,7,0,1,0,0,22,21,11,11,29,5,8,21,50,14,17,44,193,111,92,168,345,229,203,311,84,28,41,64,134,66,72,119,71,45,42,72,135,89,90,118,135,137,107,158,267,276,224,298,24,18,20,23,46,34,36,55,4,5,1,2,5,6,4,6,5.684538612740203,-7.623740819006104
St Etienne,Nantes,1,1,D,0,1,A,14,13,8,6,15,19,5,5,3,1,0,0,22,22,10,11,9,16,9,19,21,35,21,36,101,106,125,150,240,229,249,278,39,46,33,56,80,84,72,107,53,47,57,55,109,104,101,105,141,139,136,157,307,321,283,313,22,22,18,29,47,48,47,51,0,0,1,1,2,1,4,1,-1.7128338245767623,-5.585693511606193
Lorient,Reims,1,0,H,0,0,D,10,13,4,3,12,12,2,5,0,4,0,0,22,23,11,12,17,21,20,20,27,43,30,31,124,143,117,166,247,297,225,301,43,43,49,54,78,106,81,96,48,49,41,65,109,101,82,113,170,119,130,148,304,275,285,274,27,20,22,24,41,45,47,43,1,1,3,3,2,4,5,3,0.6444542072989865,6.159196992973584
Lyon,Strasbourg,3,0,H,2,0,H,16,8,8,1,7,10,6,2,2,2,0,1,23,23,11,11,24,10,18,19,47,20,32,36,208,129,110,133,380,261,267,234,71,30,46,50,141,73,97,97,94,53,32,71,156,105,96,107,156,119,133,137,302,284,295,276,24,24,17,16,43,50,34,42,1,3,0,2,5,5,1,2,10.399240512966156,1.973146067012312
Lens,Rennes,0,0,D,0,0,D,10,10,3,1,13,11,6,4,2,4,0,0,23,22,11,10,17,17,16,9,34,33,31,24,143,102,131,98,273,223,299,214,40,41,42,38,80,83,95,78,66,32,43,38,120,100,116,78,167,143,121,149,337,309,285,314,25,20,16,16,57,45,37,41,0,3,1,2,3,4,2,4,2.2206108378526697,3.889358592561999
Brest,Bordeaux,2,1,H,0,0,D,24,8,6,4,11,15,6,4,1,3,0,0,23,23,11,11,22,20,14,15,35,43,26,27,137,137,107,138,271,322,255,274,60,47,44,44,99,120,89,91,57,53,56,75,103,123,109,123,140,135,143,140,298,281,274,313,20,25,22,18,37,47,44,42,0,0,1,0,2,1,2,0,-5.0818010042343555,-1.0234413916348208
Montpellier,Dijon,4,2,H,0,1,A,25,13,11,5,12,14,9,4,3,3,0,1,23,23,12,11,20,25,11,20,35,42,15,32,164,153,109,181,280,322,220,325,64,54,31,62,103,110,57,109,77,62,45,78,121,125,97,155,167,145,146,131,310,294,337,267,30,24,25,21,43,51,47,29,3,1,0,1,6,2,1,1,-5.7118070254459115,-6.2792361406046435
Nice,Angers,3,0,H,2,0,H,11,10,2,3,11,9,5,9,2,1,0,0,22,23,11,12,10,22,17,20,24,31,29,34,115,158,131,137,224,304,263,237,38,58,51,49,77,111,96,90,49,62,56,57,97,129,106,117,130,140,131,148,266,289,276,293,19,26,19,25,49,44,45,50,1,1,0,0,2,1,1,1,-5.825859763576448,0.8379448321340657
Nimes,Monaco,3,4,A,2,2,D,9,11,4,5,12,16,5,6,2,2,0,0,22,23,10,11,9,23,18,17,17,47,46,32,111,143,147,113,222,325,315,205,31,55,51,41,78,125,109,74,48,46,69,39,97,122,141,77,117,140,149,139,235,311,296,309,16,32,29,24,37,55,53,51,3,4,1,3,4,6,5,6,-9.098992655204883,11.427247481245475
St Etienne,Metz,1,0,H,1,0,H,12,10,3,0,9,9,8,2,2,2,0,0,23,23,11,11,10,17,13,10,22,36,28,21,115,119,107,169,254,242,266,307,47,52,38,49,88,90,94,87,58,52,32,73,114,109,107,123,156,158,141,142,322,340,307,302,25,23,29,25,50,49,52,48,0,0,1,1,2,1,2,4,-0.37026705966140994,7.9274533856410585
Nantes,Lille,0,2,A,0,1,A,6,14,1,3,13,13,4,2,3,0,0,0,23,23,11,11,12,17,19,8,22,37,40,15,124,128,128,107,262,292,294,208,39,51,53,34,78,115,114,66,44,50,39,44,106,110,109,90,147,156,149,150,302,328,301,289,29,22,24,23,48,54,42,47,3,0,0,0,4,1,1,4,-3.4685548092849547,11.822382940999512
Marseille,Paris SG,0,2,A,0,2,A,12,9,4,2,12,12,7,1,1,2,1,0,21,23,10,11,15,12,21,9,29,24,53,14,115,99,152,118,208,243,359,248,43,40,50,38,71,72,140,72,49,51,64,44,95,117,139,96,132,111,132,139,298,275,280,287,23,20,22,16,64,48,46,35,0,0,1,1,5,4,5,6,-2.9482640674032137,7.5476308901921625
Paris SG,Nice,2,1,H,1,0,H,17,13,4,5,12,6,4,1,2,0,0,0,24,23,12,11,32,5,14,9,55,14,27,31,207,130,109,146,368,260,235,314,90,34,39,53,142,76,79,114,75,52,48,67,140,103,102,138,148,148,136,149,292,299,277,298,24,19,30,18,48,36,51,45,4,5,1,0,5,7,2,1,9.03810471215373,-1.660687810861158
Reims,Lens,1,1,D,1,0,H,9,17,6,6,9,7,4,6,2,0,0,0,24,24,11,12,10,11,17,16,30,32,34,33,108,135,130,121,238,311,283,233,32,42,40,42,84,100,83,84,41,48,54,68,87,115,126,104,155,126,170,166,297,286,350,320,25,19,32,25,51,43,59,49,2,0,3,1,5,3,3,4,1.9273575943788677,2.776488670282136
Lyon,Montpellier,1,2,A,1,1,D,24,12,8,5,9,12,6,1,0,1,0,0,24,24,12,11,27,10,15,17,50,20,39,44,224,137,116,169,396,269,305,335,79,31,39,56,149,74,114,115,100,55,44,63,162,107,130,129,163,129,143,149,309,294,322,308,26,26,13,27,45,52,46,54,1,4,3,1,5,6,6,3,11.319392410372926,-1.5694456203567295
Monaco,Lorient,2,2,D,0,1,A,12,5,4,2,13,13,7,1,3,3,0,0,24,23,12,11,28,15,10,22,50,35,28,43,168,92,123,154,326,214,257,310,58,33,35,63,114,78,82,109,72,38,61,52,147,82,111,106,147,170,134,156,312,321,316,287,24,27,14,25,55,53,41,49,4,3,1,3,5,6,2,4,12.14179798499638,3.5155633658391894
Angers,Nantes,1,3,A,1,2,A,8,7,3,3,18,21,7,2,2,3,0,0,24,24,11,12,12,14,10,20,29,37,22,39,132,100,138,164,273,248,268,306,45,41,39,64,99,92,79,118,50,60,62,60,115,122,110,112,145,145,155,172,285,304,315,341,26,25,19,32,46,52,51,54,1,1,1,1,1,1,4,1,-2.3296441342927476,-5.774843847427964
Dijon,Nimes,0,2,A,0,0,D,10,8,3,4,17,13,3,0,4,1,1,0,24,23,12,12,4,12,8,24,17,36,20,51,111,144,111,182,233,350,231,336,26,47,47,70,62,120,82,130,52,77,49,76,101,164,102,128,191,136,118,171,351,279,247,327,22,8,21,23,50,32,39,57,1,0,1,2,2,1,4,6,-8.023388912483714,-10.279194124163908
Metz,Strasbourg,1,2,A,1,1,D,14,12,3,2,13,12,7,7,2,1,0,0,24,24,12,12,15,11,18,22,28,22,32,39,159,138,118,149,276,319,275,250,56,38,47,58,94,90,98,105,75,50,34,77,109,131,98,113,166,160,143,144,316,311,305,283,23,23,19,18,54,50,36,44,1,3,1,2,2,4,2,2,3.341962708512847,-1.4214831463901503
Rennes,St Etienne,0,2,A,0,1,A,13,6,2,3,18,16,7,1,5,2,0,0,23,24,12,12,15,15,12,19,31,24,23,36,168,116,139,123,309,224,266,252,53,40,41,38,96,81,91,90,73,40,56,57,120,84,122,111,164,165,166,182,296,327,331,349,21,25,25,26,41,43,52,51,1,2,2,1,2,4,2,1,4.1114868740496,2.703786352270872
Lille,Brest,0,0,D,0,0,D,14,3,0,1,16,15,9,3,2,1,0,0,24,24,12,12,21,7,13,23,42,15,37,44,166,101,134,185,308,214,295,330,61,32,39,73,117,67,105,124,70,46,46,70,111,94,109,127,152,139,158,146,314,302,309,296,18,24,17,22,42,50,38,50,1,4,2,1,1,4,2,1,12.45790635279961,-1.0654408033874843
Bordeaux,Marseille,0,0,D,0,0,D,18,5,1,1,13,17,6,5,1,1,0,2,24,22,12,11,12,12,14,12,27,29,29,26,148,136,93,144,263,298,220,252,45,47,28,32,93,97,75,74,53,48,46,66,113,129,102,118,131,173,166,164,289,324,310,287,22,24,41,28,47,43,65,50,1,0,5,4,2,0,6,4,-3.8187531133078565,-5.358611253922572
Marseille,Nice,3,2,H,2,0,H,8,10,4,4,10,13,5,3,2,1,0,0,23,24,11,12,15,14,15,11,29,26,28,33,127,108,122,163,225,270,248,331,47,42,44,57,76,75,84,118,56,52,49,71,107,124,103,142,144,123,142,161,327,300,283,310,24,22,30,20,66,51,51,47,1,0,1,0,8,4,2,1,-3.2868890031380573,-4.328550248688926
Brest,Lyon,2,3,A,0,3,A,19,17,7,7,9,12,11,7,2,2,0,0,25,25,12,12,24,21,23,10,37,44,51,22,161,145,172,132,298,344,420,281,66,51,70,43,106,124,157,79,63,57,62,52,112,136,168,108,151,150,146,165,324,312,318,306,21,28,19,26,39,52,45,53,0,0,4,2,2,1,5,6,0.14764735729001255,6.055513928298341
St Etienne,Reims,1,1,D,0,0,D,18,4,8,2,10,11,1,2,0,2,0,0,25,25,12,13,11,17,20,21,25,36,31,33,127,129,130,176,272,265,247,328,50,52,52,58,94,92,90,106,66,54,46,67,123,118,91,121,165,167,142,160,347,367,306,293,27,25,26,24,54,56,53,43,0,0,3,3,2,1,5,3,5.163029081816697,2.5418860755030943
Nantes,Marseille,1,1,D,0,0,D,6,7,1,3,11,15,2,1,4,1,0,1,25,24,12,12,12,19,14,12,25,40,32,28,130,142,98,162,275,314,233,280,40,54,29,33,82,121,80,79,48,52,51,72,112,119,112,127,160,169,183,177,336,359,337,313,32,22,42,29,54,56,68,52,3,0,7,4,4,1,8,4,-1.6198750779423712,0.3704887974895539
Montpellier,Rennes,2,1,H,2,0,H,12,14,7,5,10,12,3,6,1,2,0,0,25,24,13,11,24,27,16,9,41,45,31,26,189,166,141,108,317,359,322,230,75,59,43,41,119,123,98,84,86,66,47,44,131,135,127,85,179,159,132,162,334,317,314,343,33,27,20,18,47,54,46,45,3,2,1,2,6,3,2,4,1.7444435037146162,0.2891894992396802
Lens,Dijon,2,1,H,1,0,H,11,12,4,4,13,12,5,4,3,0,0,1,25,25,12,12,17,17,13,24,35,34,17,38,153,112,122,206,300,242,243,358,43,42,36,73,89,90,65,124,72,36,49,87,132,108,104,164,180,154,160,143,357,329,368,292,27,24,28,24,59,51,54,33,0,3,1,1,3,4,3,1,3.221190936225709,-9.41871112998697
Nice,Metz,1,2,A,0,2,A,12,11,3,4,16,12,3,3,1,1,0,0,25,25,12,12,13,22,13,11,30,36,29,24,126,168,117,181,258,339,290,331,40,61,38,52,88,122,97,92,54,71,34,81,106,147,116,138,141,149,150,151,296,320,329,323,21,27,31,27,52,49,56,51,1,1,1,1,2,1,2,4,-6.462840198951142,-0.3264298331897222
Nimes,Bordeaux,2,0,H,1,0,H,8,11,3,4,10,12,6,7,0,3,0,1,24,25,11,12,12,27,15,17,22,51,27,29,120,154,115,162,239,346,281,303,35,60,48,50,86,133,94,98,53,52,60,81,102,131,119,134,129,156,158,151,260,344,302,341,18,34,25,19,40,61,48,44,3,4,1,0,4,7,2,2,-5.223355299331127,-2.0550024906462854
Strasbourg,Angers,0,0,D,0,0,D,16,7,2,3,23,10,5,4,2,1,0,0,25,25,12,13,14,17,17,23,34,40,30,40,157,101,141,148,287,264,281,255,51,47,54,51,100,108,102,95,64,36,65,62,105,120,122,124,162,139,140,159,317,296,303,325,17,26,20,27,37,46,48,55,1,0,0,0,2,2,1,1,1.8628134828878797,-4.863715307434198
Lorient,Lille,1,4,A,1,2,A,8,16,3,7,9,10,1,5,2,0,0,0,24,25,12,12,18,21,21,8,30,45,42,15,134,156,142,113,262,322,322,217,47,46,56,35,84,113,117,68,50,54,41,48,112,113,120,97,182,131,162,163,329,300,330,317,27,24,24,26,44,52,44,51,1,1,0,0,2,4,1,4,3.8124506926713515,10.966325082239688
Paris SG,Monaco,0,2,A,0,1,A,10,5,1,3,12,10,3,2,4,1,0,0,25,25,13,12,34,6,22,20,57,15,52,37,224,143,158,122,385,273,338,219,94,39,56,45,146,81,118,80,79,53,75,44,144,104,154,83,160,154,165,151,304,305,325,334,26,19,31,26,50,36,58,56,4,5,1,3,5,7,5,6,10.230483769722984,10.713438387997105
Nimes,Lorient,1,0,H,0,0,D,7,11,2,3,10,14,4,7,2,4,0,0,25,25,12,12,14,27,12,24,24,51,31,49,128,165,128,166,247,357,270,338,38,64,37,67,89,137,87,120,59,59,62,59,108,138,113,118,139,168,147,169,270,356,338,310,18,37,17,28,40,64,46,52,3,5,1,3,4,8,2,4,-1.1786842394649018,0.04996055413708156
Rennes,Nice,1,2,A,1,1,D,17,14,5,7,17,18,6,1,0,2,0,0,25,26,13,13,15,17,17,14,32,28,31,38,181,122,132,171,336,242,270,350,55,43,48,61,103,91,91,126,80,41,52,76,133,88,109,150,182,181,155,171,326,353,312,332,26,27,31,22,48,46,53,50,1,2,1,0,2,4,2,1,-2.7686484006082557,-8.170272159160913
Bordeaux,Metz,1,2,A,1,0,H,8,15,1,5,18,12,1,10,1,2,0,0,26,26,13,13,12,12,15,12,27,31,31,25,166,141,128,193,292,311,301,343,46,48,42,55,98,101,101,95,59,53,37,84,126,140,119,141,144,190,162,167,314,351,341,339,23,25,32,28,51,44,57,52,1,2,1,1,3,2,2,4,-4.644001992517028,2.7388561334482224
Dijon,Paris SG,0,4,A,0,2,A,5,7,1,5,10,9,2,4,2,1,0,0,26,26,13,12,4,14,23,9,18,40,57,17,121,152,161,130,255,369,395,278,29,51,52,42,69,128,147,84,55,77,65,51,108,169,147,106,208,149,144,151,380,305,316,315,26,9,24,17,54,36,54,37,2,0,1,2,4,1,5,7,-10.534968903989576,5.184387015778388
Monaco,Brest,2,0,H,0,0,D,15,7,9,1,14,6,4,2,2,0,0,0,26,26,13,13,30,17,13,23,54,37,39,47,180,97,137,199,343,229,317,361,62,35,40,73,121,81,113,131,79,39,49,79,156,86,123,143,160,183,173,162,335,346,333,324,27,30,18,24,59,60,41,54,4,3,2,1,5,6,2,1,11.570750710397684,-2.88188211416799
Angers,Lens,2,2,D,2,1,H,6,14,3,4,13,16,6,11,0,0,0,0,26,26,12,13,13,17,18,17,30,40,37,35,140,107,147,130,288,271,311,254,48,44,46,48,105,97,93,94,57,62,60,72,126,129,137,112,163,166,177,175,313,348,370,341,28,28,32,27,49,57,62,51,1,1,3,1,1,1,3,5,-2.8909722459473586,5.576952748980567
Lorient,St Etienne,2,1,H,0,1,A,11,9,3,2,12,15,5,3,1,3,0,0,26,26,13,13,19,25,14,19,31,50,26,37,142,172,145,136,281,345,290,269,50,53,44,40,90,122,102,94,51,59,57,64,120,122,124,120,191,141,182,200,352,320,357,378,29,24,27,31,50,54,54,58,1,1,2,1,2,4,2,1,-2.9600315566903346,5.130423265453358
Nimes,Nantes,1,1,D,0,1,A,8,8,4,1,16,25,1,8,2,1,1,0,26,26,13,13,15,27,13,21,25,51,26,41,135,176,145,172,254,368,281,321,40,67,42,67,91,140,83,124,63,66,64,67,112,145,114,120,149,182,176,190,280,370,347,374,20,41,22,34,42,68,58,57,3,5,1,1,4,8,4,2,2.0570526084280787,-0.295900062353897
Reims,Montpellier,0,0,D,0,0,D,9,9,2,3,9,10,5,1,1,1,0,0,26,26,12,12,11,12,17,18,32,34,43,46,117,152,128,193,251,346,329,373,38,48,44,64,92,114,126,128,45,54,45,69,93,122,134,141,164,133,155,158,317,303,344,329,27,19,14,27,55,43,48,56,2,0,3,1,5,3,6,3,3.0335088604024754,4.395554802971693
Lille,Strasbourg,1,1,D,0,1,A,14,10,5,3,10,14,9,2,0,2,0,0,26,26,13,13,21,7,20,23,46,16,34,40,180,104,130,163,338,225,303,271,61,33,49,61,124,71,102,111,79,49,41,84,125,98,110,124,168,154,155,157,340,326,340,306,20,25,20,20,44,53,39,47,1,4,1,2,1,4,2,2,11.773060065791752,2.4902507863103036
Marseille,Lyon,1,1,D,1,1,D,12,11,2,1,13,11,7,2,4,4,0,1,25,26,12,13,18,16,26,12,33,29,54,24,135,118,189,151,240,286,437,300,51,46,77,50,83,80,164,86,61,55,69,63,113,129,175,119,154,136,158,174,352,324,330,315,26,23,21,28,69,56,47,55,1,0,4,2,9,4,5,6,1.296391037991643,7.844411142638673
Brest,Dijon,3,1,H,3,1,H,10,10,3,2,17,13,3,5,3,1,0,0,27,27,13,13,26,24,14,26,39,49,18,44,180,162,134,217,324,376,260,376,73,58,40,77,114,140,70,133,74,64,53,92,125,147,110,173,160,162,172,156,339,338,390,314,23,30,28,27,41,56,56,37,0,0,2,1,2,1,4,1,-5.3055056913343925,-11.427975123191661
Lyon,Rennes,1,0,H,0,0,D,15,12,7,1,12,15,6,4,1,3,0,0,27,26,13,12,28,12,17,11,55,25,33,30,248,149,155,120,448,312,353,256,87,36,48,48,165,88,108,98,106,56,53,47,177,126,139,89,172,141,144,172,341,328,343,371,26,27,22,19,51,59,48,48,1,4,1,2,6,6,2,4,7.275528914110939,-5.2149187204866045
Metz,Angers,0,1,A,0,1,A,15,8,1,4,18,9,6,1,2,2,1,0,27,27,13,14,16,13,17,23,33,26,32,42,173,150,148,164,316,351,294,285,59,40,57,53,106,96,108,101,82,57,69,67,129,142,132,140,179,172,150,182,353,357,326,364,25,24,21,29,59,53,49,57,1,3,0,0,2,4,1,1,5.191084906758578,-1.3127777967578869
Nice,Nimes,2,1,H,1,0,H,10,22,4,7,14,8,0,6,3,3,0,0,27,27,13,13,14,24,10,24,33,39,26,52,138,179,119,192,284,367,262,376,43,65,51,73,98,131,95,141,57,74,49,79,110,156,113,153,157,161,131,188,330,349,296,395,22,28,22,27,55,50,44,69,1,1,1,3,2,1,5,8,-3.5362177273287303,2.645642086742463
St Etienne,Lens,2,3,A,1,2,A,19,9,4,5,13,12,13,3,3,2,0,0,27,27,13,14,12,18,20,19,27,39,39,37,145,133,161,136,299,280,325,260,58,54,50,51,104,97,97,97,67,56,71,78,127,125,148,118,175,178,193,188,372,390,386,354,27,27,32,27,57,59,62,51,0,0,3,1,2,1,3,5,1.104338612362687,5.461562199184454
Bordeaux,Paris SG,0,1,A,0,1,A,11,12,2,3,8,15,8,1,3,3,0,0,27,27,14,13,13,14,27,9,28,33,61,17,174,156,168,135,300,326,402,283,47,53,57,43,99,106,152,85,60,63,69,53,127,150,151,108,162,202,153,161,332,363,325,325,24,27,25,19,52,46,55,39,1,2,1,2,3,2,5,7,-6.715201594013623,7.14750961262271
Lille,Marseille,2,0,H,0,0,D,23,3,8,1,12,7,11,1,0,1,0,0,27,26,14,13,22,8,15,13,47,17,34,30,194,114,105,168,352,235,252,297,66,36,32,34,129,74,85,81,88,51,52,74,134,100,120,131,178,168,198,188,350,340,365,335,20,27,43,33,44,55,73,60,1,4,8,4,1,4,9,5,10.418448052633401,2.0371128303933146
Montpellier,Lorient,1,1,D,1,1,D,10,14,4,6,17,15,5,3,2,3,0,0,27,27,14,13,26,28,12,25,43,46,33,51,201,180,139,173,338,382,292,354,82,64,40,69,129,130,93,124,89,72,69,63,135,146,125,125,189,171,161,179,354,338,364,335,34,29,21,30,49,57,51,57,3,2,1,3,6,3,2,4,4.516443842377354,0.6319747546477323
Nantes,Reims,1,2,A,1,1,D,12,4,5,2,10,15,6,3,0,5,0,0,27,27,13,14,13,20,21,22,27,42,32,34,136,149,134,194,289,329,260,355,41,57,54,66,84,128,94,117,50,53,48,68,122,121,98,123,171,184,153,170,372,390,326,313,36,23,28,24,59,59,56,44,3,1,3,3,4,3,5,3,0.7632799501168824,3.4268070883219806
Strasbourg,Monaco,1,0,H,0,0,D,17,5,2,1,10,12,5,7,3,0,0,0,27,27,13,13,14,17,24,20,35,41,56,37,173,108,163,132,313,285,358,236,53,50,59,46,105,116,130,82,69,40,77,47,112,133,160,88,185,149,175,163,354,316,349,352,19,27,32,30,41,47,61,60,1,0,1,3,2,2,5,6,2.9922006290482432,12.256600568318147
